All,全部,module,"Magento_AdminGws,Magento_Catalog,Magento_CatalogSearch,Magento_CustomerSegment,Magento_Integration,Magento_Sitemap,Magento_User,Magento_Widget"
None,无,module,"Magento_AdminGws,Magento_Bundle,Magento_Catalog,Magento_CustomerCustomAttributes,Magento_Dhl,Magento_Eav,Magento_Fedex,Magento_GiftRegistry,Magento_GiftWrapping,Magento_OfflineShipping,Magento_Reward,Magento_Rma,Magento_Sitemap,Magento_Tax,Magento_Ups,Magento_Usps,Magento_Widget,Magento_Worldpay"
Allowed Scopes,允许的范围,module,Magento_AdminGws
You need more permissions to delete this item(s): %1.,您需要更多的权限删除此项目：1%。,module,Magento_AdminGws
You need more permissions to apply some of the rule updates.,您需要更多的权限更新此规则。,module,Magento_AdminGws
Please assign this entity to a store view.,请将该实体分配给店铺视图。,module,Magento_AdminGws
You can create orders only in an active store.,您只能在活动的商店里创建订单。,module,Magento_AdminGws
Please assign this item to a store view.,请将该实体分配给店铺视图。,module,Magento_AdminGws
You need more permissions to save this item.,您需要更多的权限保存此项目。,module,Magento_AdminGws
You need more permissions to delete this item.,您需要更多的权限删除此项目。,module,Magento_AdminGws
You need more permissions to view this item.,您需要更多的权限查看此项目。,module,Magento_AdminGws
Please specify at least one website or one store group.,请指定至少一个网站或一个店铺组。,module,Magento_AdminGws
You need more permissions to set All Scopes to a Role.,您需要更多的权限将所有范围保存为角色。,module,Magento_AdminGws
Incorrect website ID: %1,错误的网站ID：%1,module,Magento_AdminGws
"You need more permissions to access website ""%1"".","您需要更多的权限访问此网站""%1""。",module,Magento_AdminGws
Incorrect store ID: %1,错误的店铺ID：%1,module,Magento_AdminGws
You need more permissions to save this setting.,你需要更多的权限保存此设置。,module,Magento_AdminGws
Role Scopes,角色范围,module,Magento_AdminGws
Custom,自定义,module,"Magento_AdminGws,Magento_Integration,Magento_Paypal,Magento_UrlRewrite,Magento_User"
Read Details,详细阅读,module,Magento_AdminNotification
Mark as Read,标记为已读,module,Magento_AdminNotification
Are you sure?,您确定吗？,module,"Magento_AdminNotification,Magento_Backend,Magento_Catalog,Magento_Review,Magento_Rma,Magento_Shipping,Magento_VersionsCms,Magento_Search"
Remove,移除,module,"Magento_AdminNotification,Magento_AdvancedCheckout,Magento_CustomerBalance,Magento_CustomerCustomAttributes,Magento_GiftCardAccount,Magento_GiftRegistry,Magento_Integration,Magento_Invitation,Magento_LayeredNavigation,Magento_MultipleWishlist,Magento_Reward,Magento_Rma,Magento_Rule,Magento_Sales,Magento_SendFriend,Magento_Theme"
Messages Inbox,消息盒,module,Magento_AdminNotification
You have %1 new system messages,您有1%条新系统消息,module,Magento_AdminNotification
You have %1 new system message,您有 %1条新系统消息,module,Magento_AdminNotification
Incoming Message,输入信息,module,Magento_AdminNotification
close,关闭,module,Magento_AdminNotification
Notifications,通知,module,Magento_AdminNotification
The message has been marked as Read.,该消息标记为已读,module,Magento_AdminNotification
We couldn't mark the notification as Read because of an error.,因为错误，我们不能将通知标记为读。,module,Magento_AdminNotification
Please select messages.,请选择信息,module,Magento_AdminNotification
A total of %1 record(s) have been marked as Read.,总共有1%信息已标记为已读。,module,Magento_AdminNotification
Total of %1 record(s) have been removed.,已删除总计 % 1记录,module,Magento_AdminNotification
We couldn't remove the messages because of an error.,我们删除此信息时遇到了错误。,module,Magento_AdminNotification
The message has been removed.,消息已移除,module,Magento_AdminNotification
1 Hour,1小时,module,Magento_AdminNotification
2 Hours,2小时,module,Magento_AdminNotification
6 Hours,6小时,module,Magento_AdminNotification
12 Hours,12小时,module,Magento_AdminNotification
24 Hours,24小时,module,Magento_AdminNotification
critical,危险,module,Magento_AdminNotification
major,重要,module,Magento_AdminNotification
minor,次要,module,Magento_AdminNotification
notice,注意,module,Magento_AdminNotification
Wrong message type,错误信息类型,module,Magento_AdminNotification
Wrong notification ID specified.,错误的通知标识。,module,Magento_AdminNotification
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure ' 'URL / Base Secure URL. We highly recommend changing this value in your Magento ' '<a href=""%1"">configuration</a>.","{{base_url}}不推荐在生产环境中使用Base Unsecure' 'URL / Base Secure URL，我们强烈建议修正您的Magento ' '<a href=""%1"">配置</a>。",module,Magento_AdminNotification
One or more of the Cache Types are invalidated: %1. ,一个或多个缓存类型无效：%1。,module,Magento_AdminNotification
"Please go to <a href=""%1"">Cache Management</a> and refresh cache types.","请访问<a href=""%1"">缓存管理</a>并刷新缓存类型。",module,Magento_AdminNotification
We were unable to synchronize one or more media files. Please refer to the log file for details.,我们无法同步一个或多个媒体文件，请参阅相关详细信息的日志文件。,module,Magento_AdminNotification
Synchronization of media storages has been completed.,媒体库同步已经完成,module,Magento_AdminNotification
Your web server is set up incorrectly and allows unauthorized access to sensitive files. ' 'Please contact your hosting provider.,您的网站服务器设置不正确，允许未经授权访问敏感文件。请联系您的服务器托管商。,module,Magento_AdminNotification
Close popup,关闭弹出窗口,module,Magento_AdminNotification
Close,关闭,module,"Magento_AdminNotification,Magento_Backend,Magento_Bundle,Magento_Paypal,Magento_Rma,Magento_Sales,Magento_TargetRule,Magento_Theme,Magento_Widget,Magento_MultipleWishlist,Magento_Ui"
System Messages:,系统消息:,module,Magento_AdminNotification
Critical System Messages,关键系统消息,module,Magento_AdminNotification
Major System Messages,主要系统消息,module,Magento_AdminNotification
System messages,系统消息,module,Magento_AdminNotification
See All (,查看全部（,module,Magento_AdminNotification
 unread), 未读）,module,Magento_AdminNotification
Manage Shopping Cart,管理购物车,module,Magento_AdvancedCheckout
Create Order,创建订单,module,"Magento_AdvancedCheckout,Magento_Customer"
Back,返回,module,"Magento_AdvancedCheckout,Magento_Backend,Magento_Braintree,Magento_Catalog,Magento_Checkout,Magento_Customer,Magento_CustomerCustomAttributes,Magento_CustomerSegment,Magento_Downloadable,Magento_Email,Magento_GiftRegistry,Magento_Invitation,Magento_Logging,Magento_MultipleWishlist,Magento_Newsletter,Magento_Paypal,Magento_Review,Magento_Reward,Magento_Rma,Magento_Sales,Magento_SendFriend,Magento_Support,Magento_Tax,Magento_Ui,Magento_UrlRewrite,Magento_User,Magento_Wishlist"
Add Products,添加产品,module,"Magento_AdvancedCheckout,Magento_Rma,Magento_Sales"
Update Items and Quantities,更新项目及数量,module,"Magento_AdvancedCheckout,Magento_GiftRegistry,Magento_Sales"
Are you sure you want to clear your cart?,你确定你要清楚你的车？,module,Magento_AdvancedCheckout
Clear my shopping cart,清除我的购物车,module,Magento_AdvancedCheckout
Add selections to my cart,选择添加到我的购物车,module,Magento_AdvancedCheckout
Cancel,取消,module,"Magento_AdvancedCheckout,Magento_Backend,Magento_Backup,Magento_ConfigurableProduct,Magento_Customer,Magento_CustomerCustomAttributes,Magento_GiftMessage,Magento_Newsletter,Magento_Paypal,Magento_Rma,Magento_Sales,Magento_Shipping,Magento_Tax,Magento_Ui,Magento_VersionsCms,Magento_Bundle,Magento_Catalog,Magento_Integration,Magento_MultipleWishlist,Magento_ProductVideo,Magento_SalesArchive"
Shopping Cart for %1 in %2,在%2购物车的%1,module,Magento_AdvancedCheckout
Select products you want to buy,你想买选择产品,module,Magento_AdvancedCheckout
Product,产品,module,"Magento_AdvancedCheckout,Magento_Backend,Magento_Bundle,Magento_Catalog,Magento_CatalogRule,Magento_CatalogSearch,Magento_Customer,Magento_GiftRegistry,Magento_Multishipping,Magento_Reports,Magento_Review,Magento_Rma,Magento_Sales,Magento_Shipping,Magento_Wishlist,Magento_MultipleWishlist,Magento_Widget"
Price,价格,module,"Magento_AdvancedCheckout,Magento_Backend,Magento_Bundle,Magento_Catalog,Magento_Checkout,Magento_ConfigurableProduct,Magento_Customer,Magento_Downloadable,Magento_GiftRegistry,Magento_GiftWrapping,Magento_GroupedProduct,Magento_Msrp,Magento_MultipleWishlist,Magento_Multishipping,Magento_Paypal,Magento_Reports,Magento_Review,Magento_Rma,Magento_Sales,Magento_OfflineShipping"
Quantity,数量,module,"Magento_AdvancedCheckout,Magento_Backend,Magento_Bundle,Magento_Catalog,Magento_ConfigurableProduct,Magento_Customer,Magento_GiftCard,Magento_GiftRegistry,Magento_Reports,Magento_Review,Magento_Sales,Magento_VersionsCms,Magento_CatalogInventory,Magento_Wishlist"
Products in the Comparison List (%1),对比中的产品（%1）,module,Magento_AdvancedCheckout
Last ordered items (%1),最近购买产品（%1）,module,Magento_AdvancedCheckout
Products,产品,module,"Magento_AdvancedCheckout,Magento_Catalog,Magento_CustomerSegment,Magento_Reports,Magento_Sales,Magento_Widget"
ID,ID,module,"Magento_AdvancedCheckout,Magento_Banner,Magento_Bundle,Magento_Catalog,Magento_CatalogRule,Magento_CheckoutAgreements,Magento_Cms,Magento_Customer,Magento_CustomerSegment,Magento_GiftCardAccount,Magento_GiftRegistry,Magento_GroupedProduct,Magento_Newsletter,Magento_Paypal,Magento_Reminder,Magento_Reports,Magento_Review,Magento_Rma,Magento_Sales,Magento_SalesRule,Magento_Support,Magento_UrlRewrite,Magento_AdvancedSearch,Magento_CatalogEvent,Magento_ConfigurableProduct,Magento_Email,Magento_GiftWrapping,Magento_ImportExport,Magento_Invitation,Magento_Reward,Magento_SalesArchive,Magento_Search,Magento_Sitemap,Magento_TargetRule,Magento_User"
SKU,SKU,module,"Magento_AdvancedCheckout,Magento_Bundle,Magento_Catalog,Magento_CatalogRule,Magento_CatalogWidget,Magento_ConfigurableProduct,Magento_Customer,Magento_Downloadable,Magento_GiftRegistry,Magento_GroupedProduct,Magento_Reminder,Magento_Reports,Magento_Review,Magento_Rma,Magento_Sales,Magento_Shipping,Magento_UrlRewrite,Magento_MultipleWishlist"
Recently Compared Products (%1),最近比较产品（%1）,module,Magento_AdvancedCheckout
Recently Viewed Products (%1),最近浏览过的产品（%1）,module,Magento_AdvancedCheckout
Add to Shopping Cart by SKU,加入购物车通过SKU,module,Magento_AdvancedCheckout
Add to Shopping Cart,加入购物车,module,Magento_AdvancedCheckout
Wish List (%1),收藏清单（%1）,module,Magento_AdvancedCheckout
Apply,应用,module,"Magento_AdvancedCheckout,Magento_CatalogRule,Magento_Rule,Magento_Sales,Magento_SalesRule,Magento_Widget,Magento_Logging"
Configure,配置,module,"Magento_AdvancedCheckout,Magento_Customer,Magento_Paypal,Magento_Sales,Magento_Wishlist"
Add to Order by SKU,通过SKU下单,module,Magento_AdvancedCheckout
Add to Order,添加到订单,module,Magento_AdvancedCheckout
Add Products to Order,将产品添加到订单,module,Magento_AdvancedCheckout
"<span><span id=""sku-attention-num"">%1</span> product(s) require attention.</span>","<span><span id=""sku-attention-num"">%1</span>产品需要关注。。</span>",module,Magento_AdvancedCheckout
Remove All,移除所有,module,Magento_AdvancedCheckout
Only %1%2%3 left in stock,库存仅剩余%1%2%3,module,Magento_AdvancedCheckout
You can buy up to %1 of these per purchase.,你每次最多购买这些产品的数量是%1,module,Magento_AdvancedCheckout
You must buy at least %1 of these per purchase.,你必须每次购买购买至少%1的这些。,module,Magento_AdvancedCheckout
Specify the product's options.,指定产品的选项。,module,Magento_AdvancedCheckout
Alert me when this item is available.,提醒我，当这个项目是可用的。,module,Magento_AdvancedCheckout
We can't find this customer.,我们找不到这个客户。,module,Magento_AdvancedCheckout
Shopping cart management is disabled for this customer.,购物车管理该客户禁用。,module,Magento_AdvancedCheckout
We can't find this store.,我们无法找到这家店。,module,Magento_AdvancedCheckout
Customers,客户,module,"Magento_AdvancedCheckout,Magento_Backend,Magento_Customer,Magento_CustomerSegment,Magento_GiftRegistry,Magento_Invitation,Magento_MultipleWishlist,Magento_Reports,Magento_Reward,Magento_Logging"
Shopping Cart,购物车,module,"Magento_AdvancedCheckout,Magento_Checkout,Magento_CustomerSegment,Magento_Reminder,Magento_Reports,Magento_Sales"
"Sorry, something went wrong. You can find out more in the error log.",抱歉，出了一些问题。你可以找到更多的错误日志。,module,Magento_AdvancedCheckout
You do not have access to this.,你没有访问此。,module,Magento_AdvancedCheckout
Ordered item id is not received.,有序项ID没有收到。,module,Magento_AdvancedCheckout
Ordered item is not loaded.,有序项未加载。,module,Magento_AdvancedCheckout
Quote item id is not received.,未收到报价项编号。,module,"Magento_AdvancedCheckout,Magento_Sales"
Quote item is not loaded.,报价项未被加载。,module,"Magento_AdvancedCheckout,Magento_Sales"
The wish list item id is not received.,在收藏清单的项目ID没有收到。,module,Magento_AdvancedCheckout
The wish list item is not loaded.,在收藏清单的项目未加载。,module,Magento_AdvancedCheckout
